created_at,id_str,full_text,user.location,entities.hashtags,retweeted_status.full_text
Mon Oct 24 23:47:57 +0000 2022,1584693205765066753,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:47:54 +0000 2022,1584693193781960705,"RT @muriloffagundes: A ""bala de prata"" da campanha de Bolsonaro - Fábio Faria diz que auditoria constatou que, de 7 a 21 de outubro, candid…","Massachusetts, USA",[],"A ""bala de prata"" da campanha de Bolsonaro - Fábio Faria diz que auditoria constatou que, de 7 a 21 de outubro, candidato à reeleição teve 154.085 inserções a menos no Nordeste no rádio que Lula #Eleições2022"
Mon Oct 24 23:47:54 +0000 2022,1584693193064742913,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:47:52 +0000 2022,1584693186223800320,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:47:50 +0000 2022,1584693176388177920,"RT @JHFonseca: ***AUDIÊNCIA DA RECORD ENCOSTA EM 10 PONTOS, SOMANDO MAIS SETE MILHÕES DE ESPECTADORES. #eleicoes2022 #SabatinaNaRecord",,"[{'text': 'eleicoes2022', 'indices': [103, 116]}, {'text': 'SabatinaNaRecord', 'indices': [117, 134]}]","***AUDIÊNCIA DA RECORD ENCOSTA EM 10 PONTOS, SOMANDO MAIS SETE MILHÕES DE ESPECTADORES. #eleicoes2022 #SabatinaNaRecord"
Mon Oct 24 23:47:49 +0000 2022,1584693174739820545,"#Eleiçoes2022 
Chora mais alto, que não estou ouvindo !","São Miguel, São Paulo ","[{'text': 'Eleiçoes2022', 'indices': [0, 13]}]",
Mon Oct 24 23:47:47 +0000 2022,1584693164631552000,RT @choquei: 🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022…,"Praia Grande, SP, Brasil","[{'text': 'Eleições2022', 'indices': [126, 139]}]",🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022 https://t.co/ssdwmFvo4T
Mon Oct 24 23:47:44 +0000 2022,1584693154732965890,"RT @opovo: Liderados por Tasso, empresários defendem voto em Lula ""em defesa da democracia""

#Eleições2022 #Eleições2022opovo 
https://t.co…","Fortaleza, Brasil","[{'text': 'Eleições2022', 'indices': [93, 106]}, {'text': 'Eleições2022opovo', 'indices': [107, 125]}]","Liderados por Tasso, empresários defendem voto em Lula ""em defesa da democracia""

#Eleições2022 #Eleições2022opovo 
https://t.co/Fil9TBO8sL"
Mon Oct 24 23:47:44 +0000 2022,1584693154610937856,"RT @excentricko: Note o nível de aleatoriedades ditas pelo jornalista bolsonarista na CNN Brasil.

Uma reprodução repetitiva de vários reco…",,[],"Note o nível de aleatoriedades ditas pelo jornalista bolsonarista na CNN Brasil.

Uma reprodução repetitiva de vários recortes imaginários do grupo do Bolsonaro.

No final, não há jornalista que aguente. Caio Junqueira representando. 

#CNNBrasil #CNNnasEleições #Eleições2022 https://t.co/Gc4sGlfm8M"
Mon Oct 24 23:47:36 +0000 2022,1584693120448724994,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:47:36 +0000 2022,1584693117466607617,RT @choquei: 🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022…,,"[{'text': 'Eleições2022', 'indices': [126, 139]}]",🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022 https://t.co/ssdwmFvo4T
Mon Oct 24 23:47:35 +0000 2022,1584693114903867392,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF","Timbó, Santa Catarina","[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:47:33 +0000 2022,1584693107949723649,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:47:33 +0000 2022,1584693105118580737,"RT @dailyabtms: Nunca votei no Lula mas dia 30 EU VOU DE LULA 🦑 

Contra o terrorismo e fascismo que o bozonarismo representa, contra bandi…",Brasil,[],"Nunca votei no Lula mas dia 30 EU VOU DE LULA 🦑 

Contra o terrorismo e fascismo que o bozonarismo representa, contra bandidos como Rob. Jefferson que atira em polícia de fuzil e granada. 

A favor da democracia!

bom dia.
#Eleicoes2022 #LulaPresidente20221️⃣3️⃣ https://t.co/rmvUjmBrgW"
Mon Oct 24 23:47:27 +0000 2022,1584693081223618561,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:47:26 +0000 2022,1584693077926563840,"RT @UOLNoticias: IPEC PRESIDENCIAL: 2º turno - Lula tem 54%, Bolsonaro 46% dos votos válidos #Eleições2022 #UOLEleições2022📈","São Luís, Brasil","[{'text': 'Eleições2022', 'indices': [93, 106]}, {'text': 'UOLEleições2022', 'indices': [107, 123]}]","IPEC PRESIDENCIAL: 2º turno - Lula tem 54%, Bolsonaro 46% dos votos válidos #Eleições2022 #UOLEleições2022📈"
Mon Oct 24 23:47:26 +0000 2022,1584693076899303424,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:47:24 +0000 2022,1584693070058369024,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF","Guarulhos, Brasil","[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:47:24 +0000 2022,1584693069441794048,"RT @flaviofachel: ""Você não é bem vindo se não votar em Bolsonaro"", dizem evangélicos que se sentem hostilizados. ""É como se ele fosse um d…","Rio de Janeiro, Brasil",[],"""Você não é bem vindo se não votar em Bolsonaro"", dizem evangélicos que se sentem hostilizados. ""É como se ele fosse um deus"". #Eleicoes2022 #Evangélicos https://t.co/VUWgDxJH9p"
Mon Oct 24 23:47:23 +0000 2022,1584693065549512706,"RT @hacker_real1: #Eleições2022 
Quem vai ser o Presidente do Brasil? 🇧🇷",Suzano-SP,"[{'text': 'Eleições2022', 'indices': [18, 31]}]","#Eleições2022 
Quem vai ser o Presidente do Brasil? 🇧🇷"
Mon Oct 24 23:47:23 +0000 2022,1584693064991666176,"RT @choquei: 🚨AGORA: Pesquisa Atlas divulgada neste momento mostra Lula com 52,0% (cresceu 0,9 ponto) e Bolsonaro com 46,2% (caiu 0,3 ponto…","Cuiabá, Brasil",[],"🚨AGORA: Pesquisa Atlas divulgada neste momento mostra Lula com 52,0% (cresceu 0,9 ponto) e Bolsonaro com 46,2% (caiu 0,3 ponto). #Eleições2022"
Mon Oct 24 23:47:21 +0000 2022,1584693055721852928,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:47:21 +0000 2022,1584693055076306944,"RT @choquei: 🚨ATENÇÃO: O último debate da Globo vai usar o sistema de “banco de minutos” para Lula e Bolsonaro. No primeiro bloco, cada um…","Naviraí, Brasil",[],"🚨ATENÇÃO: O último debate da Globo vai usar o sistema de “banco de minutos” para Lula e Bolsonaro. No primeiro bloco, cada um dos candidatos receberá o tempo de 15 minutos para falar livremente. O debate acontece nesta sexta-feira, às 21h30. #Eleições2022"
Mon Oct 24 23:47:20 +0000 2022,1584693051515367424,"RT @portalR7: Presidente Bolsonaro na #SabatinaNaRecord : 'Eu falo palavrão, mas não sou ladrão' https://t.co/TRs0bXTOzp #R7 #portalr7 #ele…",,"[{'text': 'SabatinaNaRecord', 'indices': [38, 55]}, {'text': 'R7', 'indices': [121, 124]}, {'text': 'portalr7', 'indices': [125, 134]}]","Presidente Bolsonaro na #SabatinaNaRecord : 'Eu falo palavrão, mas não sou ladrão' https://t.co/TRs0bXTOzp #R7 #portalr7 #eleições2022 #OVotoNaRecord https://t.co/oeYU137rVs"
Mon Oct 24 23:47:19 +0000 2022,1584693048214069248,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",Rio de Janeiro,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:47:18 +0000 2022,1584693043370033152,RT @choquei: 🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022…,Ele/dele,"[{'text': 'Eleições2022', 'indices': [126, 139]}]",🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022 https://t.co/ssdwmFvo4T
Mon Oct 24 23:47:17 +0000 2022,1584693040895381504,"RT @Estadao: Pesquisa Ipec no segundo turno: Lula tem 50% das intenções de voto; Bolsonaro, 43% (via @EstadaoPolitica) #Eleicoes2022 https:…",Brasil,"[{'text': 'Eleicoes2022', 'indices': [119, 132]}]","Pesquisa Ipec no segundo turno: Lula tem 50% das intenções de voto; Bolsonaro, 43% (via @EstadaoPolitica) #Eleicoes2022 https://t.co/CF8G0CcQZs https://t.co/KfNL98rOon"
Mon Oct 24 23:47:17 +0000 2022,1584693037992579073,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF","Curitiba, Brasil","[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:47:15 +0000 2022,1584693033194647552,RT @choquei: 🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022…,"Rio de Janeiro, Brasil","[{'text': 'Eleições2022', 'indices': [126, 139]}]",🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022 https://t.co/ssdwmFvo4T
Mon Oct 24 23:47:15 +0000 2022,1584693032128901120,RT @choquei: 🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022…,"São Paulo, Brasil","[{'text': 'Eleições2022', 'indices': [126, 139]}]",🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022 https://t.co/ssdwmFvo4T
Mon Oct 24 23:47:12 +0000 2022,1584693020724973568,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",ela/dela feraxandra,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:47:11 +0000 2022,1584693014647435264,"RT @hacker_real1: #Eleições2022 
Quem vai ser o Presidente do Brasil? 🇧🇷",,"[{'text': 'Eleições2022', 'indices': [18, 31]}]","#Eleições2022 
Quem vai ser o Presidente do Brasil? 🇧🇷"
Mon Oct 24 23:47:03 +0000 2022,1584692981096796160,Pro Gado em peso tá mugindo  nas postagens do Lula significa que Venceremos  É 13 sim!#LulaPresidente1️⃣3️⃣ #Eleiçoes2022 https://t.co/pkRqn3f317,,"[{'text': 'LulaPresidente1️⃣3️⃣', 'indices': [86, 107]}, {'text': 'Eleiçoes2022', 'indices': [108, 121]}]",
Mon Oct 24 23:47:03 +0000 2022,1584692979822112768,RT @choquei: 🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022…,21:21,"[{'text': 'Eleições2022', 'indices': [126, 139]}]",🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022 https://t.co/ssdwmFvo4T
Mon Oct 24 23:47:00 +0000 2022,1584692970082963456,"RT @hacker_real1: #Eleições2022 
Quem vai ser o Presidente do Brasil? 🇧🇷",,"[{'text': 'Eleições2022', 'indices': [18, 31]}]","#Eleições2022 
Quem vai ser o Presidente do Brasil? 🇧🇷"
Mon Oct 24 23:46:59 +0000 2022,1584692965900886016,"RT @Estadao: Pesquisa Ipec no segundo turno: Lula tem 50% das intenções de voto; Bolsonaro, 43% (via @EstadaoPolitica) #Eleicoes2022 https:…","Sorocaba, São Paulo","[{'text': 'Eleicoes2022', 'indices': [119, 132]}]","Pesquisa Ipec no segundo turno: Lula tem 50% das intenções de voto; Bolsonaro, 43% (via @EstadaoPolitica) #Eleicoes2022 https://t.co/CF8G0CcQZs https://t.co/KfNL98rOon"
Mon Oct 24 23:46:58 +0000 2022,1584692960309886976,"RT @choquei: 🚨GRAVE: Campanha do PT de Santa Catarina divulga áudio de Luciano Hang, dono da Havan, pedindo para que Secretário da Fazenda…",Brasil,[],"🚨GRAVE: Campanha do PT de Santa Catarina divulga áudio de Luciano Hang, dono da Havan, pedindo para que Secretário da Fazenda atrase o salário dos professores: “Demita metade. Demita metade dos diabo desses professores”. #Eleições2022

 https://t.co/agLTMTUB4X"
Mon Oct 24 23:46:53 +0000 2022,1584692940625936385,"RT @choquei: 🚨VEJA: Foto mostra Jair Bolsonaro assistindo programa eleitoral de Lula na TV, enquanto almoçava. #Eleições2022 https://t.co/Z…","Natal, Brasil","[{'text': 'Eleições2022', 'indices': [111, 124]}]","🚨VEJA: Foto mostra Jair Bolsonaro assistindo programa eleitoral de Lula na TV, enquanto almoçava. #Eleições2022 https://t.co/ZbQ9HgLAFd"
Mon Oct 24 23:46:52 +0000 2022,1584692935052136448,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:46:50 +0000 2022,1584692925178728449,"RT @JHFonseca: ***URGENTE: MINISTRO DAS COMUNICAÇÕES DENUNCIA QUE ADUDITORIA CONSTATOU FRAUDE EM 154 MIL INSERÇÕES, EQUIVALENTE A MAIS DE M…",,[],"***URGENTE: MINISTRO DAS COMUNICAÇÕES DENUNCIA QUE ADUDITORIA CONSTATOU FRAUDE EM 154 MIL INSERÇÕES, EQUIVALENTE A MAIS DE MIL HORAS, NÃO EXIBIDAS EM RÁDIOS NO NORDESTE.
.
Estão dadas as condições para o caos total após as eleições de domingo. #Eleicoes2022"
Mon Oct 24 23:46:45 +0000 2022,1584692904395931648,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",Brasil - Recife-PE,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:46:44 +0000 2022,1584692901988429824,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",she/her,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:46:44 +0000 2022,1584692901069852674,"RT @jnascim: Seis dias para o 2°T das #Eleições2022 
✳️ @Casimiro apoiando Lula: 1M ❤️
✳️ Atlas: Lula 53 x Jair 47
✳️ Ipec: Lula 54 x Jair…",Brazil,"[{'text': 'Eleições2022', 'indices': [38, 51]}]","Seis dias para o 2°T das #Eleições2022 
✳️ @Casimiro apoiando Lula: 1M ❤️
✳️ Atlas: Lula 53 x Jair 47
✳️ Ipec: Lula 54 x Jair 46
✳️ Passe livre em Sampa e DF
✳️ Total: 24 capitais com passe livre
✳️ TCU pede suspensão consignado AB
✳️ Jair descompensado com ad do PT https://t.co/TBFQTsFw1b"
Mon Oct 24 23:46:42 +0000 2022,1584692893327196160,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:46:40 +0000 2022,1584692884791447552,"""Eu tenho uma longa história com Roberto Jefferson..."" Bolsonaro, J

BOLSONARO É ROBERTO JEFFERSON

#Eleições2022 #BolsonaroNuncaMais #LulaPresidente20221️⃣3️⃣ https://t.co/KsI071yUu0",,"[{'text': 'Eleições2022', 'indices': [100, 113]}, {'text': 'BolsonaroNuncaMais', 'indices': [114, 133]}, {'text': 'LulaPresidente20221️⃣3️⃣', 'indices': [134, 159]}]",
Mon Oct 24 23:46:40 +0000 2022,1584692884502036480,"RT @opovo: Liderados por Tasso, empresários defendem voto em Lula ""em defesa da democracia""

#Eleições2022 #Eleições2022opovo 
https://t.co…",Brasil,"[{'text': 'Eleições2022', 'indices': [93, 106]}, {'text': 'Eleições2022opovo', 'indices': [107, 125]}]","Liderados por Tasso, empresários defendem voto em Lula ""em defesa da democracia""

#Eleições2022 #Eleições2022opovo 
https://t.co/Fil9TBO8sL"
Mon Oct 24 23:46:33 +0000 2022,1584692854932197377,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:46:31 +0000 2022,1584692848007733250,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",🏝,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:46:29 +0000 2022,1584692840000458753,"RT @hacker_real1: #Eleições2022 
Quem vai ser o Presidente do Brasil? 🇧🇷",,"[{'text': 'Eleições2022', 'indices': [18, 31]}]","#Eleições2022 
Quem vai ser o Presidente do Brasil? 🇧🇷"
Mon Oct 24 23:46:29 +0000 2022,1584692837274202112,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",Corinthians,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:46:28 +0000 2022,1584692834698858496,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",Belo Horizonte,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:46:28 +0000 2022,1584692834161991681,"RT @hacker_real1: #Eleições2022 
Quem vai ser o Presidente do Brasil? 🇧🇷",,"[{'text': 'Eleições2022', 'indices': [18, 31]}]","#Eleições2022 
Quem vai ser o Presidente do Brasil? 🇧🇷"
Mon Oct 24 23:46:23 +0000 2022,1584692811898638337,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",(ela/dela),"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:46:23 +0000 2022,1584692811651502080,"TSE manda excluir postagens de Lula sobre salário mínimo: https://t.co/iK3Z6PW6Fo

#Eleições2022 https://t.co/cpQdcUucHa","Rio de Janeiro, Brasil","[{'text': 'Eleições2022', 'indices': [83, 96]}]",
Mon Oct 24 23:46:21 +0000 2022,1584692805032501248,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:46:20 +0000 2022,1584692800112558080,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:46:19 +0000 2022,1584692795251752961,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF","  ♥︎ ˒ the day we met, i learned what it was like to breathe, i learned colors and how to be brave, i had found a home for my heart to beat, Obito.","[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:46:17 +0000 2022,1584692788951928833,RT @choquei: 🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022…,"Los Angeles, CA","[{'text': 'Eleições2022', 'indices': [126, 139]}]",🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022 https://t.co/ssdwmFvo4T
Mon Oct 24 23:46:17 +0000 2022,1584692788477632513,O delírio bate a sua porta #Eleições2022 #BolsonaroNuncaMais #BolsonaroMentiroso https://t.co/zFWwlLui67,"Rio de Janeiro, Brasil","[{'text': 'Eleições2022', 'indices': [27, 40]}, {'text': 'BolsonaroNuncaMais', 'indices': [41, 60]}, {'text': 'BolsonaroMentiroso', 'indices': [61, 80]}]",
Mon Oct 24 23:46:17 +0000 2022,1584692788288843776,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:46:14 +0000 2022,1584692777119465473,"RT @UOLNoticias: IPEC PRESIDENCIAL: 2º turno - Lula tem 54%, Bolsonaro 46% dos votos válidos #Eleições2022 #UOLEleições2022📈","Salvador, Brasil","[{'text': 'Eleições2022', 'indices': [93, 106]}, {'text': 'UOLEleições2022', 'indices': [107, 123]}]","IPEC PRESIDENCIAL: 2º turno - Lula tem 54%, Bolsonaro 46% dos votos válidos #Eleições2022 #UOLEleições2022📈"
Mon Oct 24 23:46:14 +0000 2022,1584692776171556864,"RT @bchartsnet: 🚨 FANFIC EMERGENCY: desesperados, Bolsonaristas estão espalhando uma fake news de que uma balsa teria sido explodida com el…","São Paulo, Brasil",[],"🚨 FANFIC EMERGENCY: desesperados, Bolsonaristas estão espalhando uma fake news de que uma balsa teria sido explodida com eleitores. A notícia verdadeira é sobre garimpo ilegal (que Bolsonaro adora). #Eleicoes2022 https://t.co/GVxUGVbDZg"
Mon Oct 24 23:46:12 +0000 2022,1584692767904890880,"RT @muriloffagundes: A ""bala de prata"" da campanha de Bolsonaro - Fábio Faria diz que auditoria constatou que, de 7 a 21 de outubro, candid…",Rio de Janeiro - Brasil,[],"A ""bala de prata"" da campanha de Bolsonaro - Fábio Faria diz que auditoria constatou que, de 7 a 21 de outubro, candidato à reeleição teve 154.085 inserções a menos no Nordeste no rádio que Lula #Eleições2022"
